gender,,Time_spend,feel,,felt_left,avoid,affect,amount,pressure,experience,worry,MentalStressLevel,distracted,others,share,Anxious,Follow,interact,impact
Other,,Less than 1 hour a day,Depressed or sad,,Sometimes,Sometimes,It doesn't affect my sleep,I feel I could reduce it a bit,Sometimes,Never,Never,moderate,Occasionally,Motivated,Rarely or never,Rarely,Never,Often,Sometimes
Female,,1-2 hours a day,Anxious or stressed,,Sometimes,Never,It moderately affects my sleep,I feel I spend too much time,Often,Never,Often,high,Rarely,Motivated,Often,Often,Rarely,Never,Often
Male,,3-4 hours a day,Happy and relaxed,,Often,Never,It moderately affects my sleep,I feel I spend too much time,Sometimes,Sometimes,Rarely,moderate,Rarely,Jealous,Always,Often,Often,Often,Rarely
Male,,1-2 hours a day,Depressed or sad,,Never,Rarely,It slightly affects my sleep,I feel it's out of control,Rarely,Often,Often,moderate,Often,Indifferent,Sometimes,Rarely,Often,Often,Sometimes
Other,,1-2 hours a day,Anxious or stressed,,Never,Never,It slightly affects my sleep,I feel I spend too much time,Sometimes,Sometimes,Never,high,Often,Motivated,Always,Rarely,Often,Sometimes,Rarely
Male,,1-2 hours a day,Depressed or sad,,Sometimes,Rarely,It significantly affects my sleep,I'm satisfied,Never,Never,Never,normal,Occasionally,Depressed,Rarely or never,Sometimes,Never,Never,Often
Female,,1-2 hours a day,Happy and relaxed,,Rarely,Rarely,It significantly affects my sleep,I feel I could reduce it a bit,Sometimes,Rarely,Rarely,high,Often,Indifferent,Always,Often,Sometimes,Often,Sometimes
Other,,More than 4 hours a day,Depressed or sad,,Never,Often,It slightly affects my sleep,I feel I spend too much time,Rarely,Often,Often,high,Often,Motivated,Often,Never,Never,Often,Never
Male,,1-2 hours a day,Depressed or sad,,Sometimes,Never,It significantly affects my sleep,I'm satisfied,Rarely,Rarely,Often,high,Very often,Indifferent,Rarely or never,Often,Sometimes,Rarely,Rarely
Female,,Less than 1 hour a day,Depressed or sad,,Never,Never,It significantly affects my sleep,I'm satisfied,Sometimes,Often,Often,high,Rarely,Motivated,Sometimes,Never,Never,Often,Sometimes
Male,,Less than 1 hour a day,Depressed or sad,,Rarely,Often,It moderately affects my sleep,I feel it's out of control,Rarely,Never,Rarely,moderate,Occasionally,Jealous,Always,Sometimes,Rarely,Often,Sometimes
Other,,3-4 hours a day,Neutral,,Often,Often,It doesn't affect my sleep,I feel I spend too much time,Rarely,Sometimes,Often,high,Rarely,Jealous,Rarely or never,Often,Often,Never,Often
Other,,3-4 hours a day,Happy and relaxed,,Rarely,Rarely,It moderately affects my sleep,I feel I could reduce it a bit,Often,Sometimes,Never,moderate,Very often,Indifferent,Sometimes,Rarely,Rarely,Rarely,Never
Other,,Less than 1 hour a day,Neutral,,Never,Never,It significantly affects my sleep,I feel I could reduce it a bit,Sometimes,Sometimes,Never,normal,Occasionally,Indifferent,Rarely or never,Never,Sometimes,Rarely,Often
Male,,3-4 hours a day,Anxious or stressed,,Rarely,Never,It doesn't affect my sleep,I feel it's out of control,Never,Rarely,Never,normal,Occasionally,Depressed,Rarely or never,Often,Often,Rarely,Often
Other,,1-2 hours a day,Happy and relaxed,,Rarely,Often,It doesn't affect my sleep,I feel I spend too much time,Never,Never,Never,normal,Often,Jealous,Rarely or never,Never,Sometimes,Often,Often
Male,,3-4 hours a day,Happy and relaxed,,Often,Rarely,It moderately affects my sleep,I feel I could reduce it a bit,Sometimes,Often,Never,normal,Occasionally,Indifferent,Often,Often,Often,Often,Sometimes
Other,,More than 4 hours a day,Depressed or sad,,Sometimes,Never,It doesn't affect my sleep,I feel I could reduce it a bit,Never,Never,Often,moderate,Rarely,Depressed,Rarely or never,Never,Rarely,Never,Often
Other,,Less than 1 hour a day,Depressed or sad,,Never,Sometimes,It moderately affects my sleep,I feel I spend too much time,Rarely,Never,Often,moderate,Often,Jealous,Often,Often,Rarely,Sometimes,Rarely
Female,,More than 4 hours a day,Neutral,,Sometimes,Never,It moderately affects my sleep,I'm satisfied,Sometimes,Often,Often,moderate,Very often,Indifferent,Rarely or never,Sometimes,Rarely,Sometimes,Often
Other,,Less than 1 hour a day,Neutral,,Sometimes,Never,It doesn't affect my sleep,I'm satisfied,Never,Often,Sometimes,moderate,Occasionally,Jealous,Rarely or never,Never,Rarely,Often,Never
Male,,3-4 hours a day,Depressed or sad,,Rarely,Never,It significantly affects my sleep,I feel I could reduce it a bit,Rarely,Sometimes,Rarely,moderate,Often,Depressed,Sometimes,Often,Sometimes,Often,Often
Other,,Less than 1 hour a day,Happy and relaxed,,Rarely,Never,It significantly affects my sleep,I feel it's out of control,Often,Never,Often,high,Occasionally,Motivated,Sometimes,Often,Never,Rarely,Often
Other,,1-2 hours a day,Happy and relaxed,,Often,Often,It moderately affects my sleep,I feel I spend too much time,Rarely,Sometimes,Never,normal,Very often,Indifferent,Sometimes,Rarely,Never,Often,Never
Female,,1-2 hours a day,Happy and relaxed,,Never,Sometimes,It significantly affects my sleep,I feel it's out of control,Never,Often,Often,normal,Often,Jealous,Often,Rarely,Never,Sometimes,Never
Other,,Less than 1 hour a day,Happy and relaxed,,Often,Sometimes,It slightly affects my sleep,I'm satisfied,Sometimes,Never,Never,high,Very often,Jealous,Often,Rarely,Often,Sometimes,Never
Female,,1-2 hours a day,Depressed or sad,,Never,Often,It doesn't affect my sleep,I feel it's out of control,Never,Sometimes,Sometimes,high,Very often,Motivated,Rarely or never,Often,Rarely,Rarely,Sometimes
Female,,3-4 hours a day,Depressed or sad,,Sometimes,Never,It doesn't affect my sleep,I feel I could reduce it a bit,Rarely,Often,Often,normal,Often,Depressed,Sometimes,Sometimes,Sometimes,Never,Never
Other,,Less than 1 hour a day,Depressed or sad,,Never,Sometimes,It doesn't affect my sleep,I feel I spend too much time,Never,Sometimes,Never,moderate,Often,Motivated,Sometimes,Often,Rarely,Often,Often
Female,,Less than 1 hour a day,Depressed or sad,,Rarely,Never,It slightly affects my sleep,I feel I spend too much time,Rarely,Rarely,Often,moderate,Very often,Indifferent,Rarely or never,Sometimes,Sometimes,Often,Sometimes
Male,,Less than 1 hour a day,Happy and relaxed,,Rarely,Often,It doesn't affect my sleep,I'm satisfied,Never,Sometimes,Sometimes,normal,Often,Depressed,Often,Often,Often,Sometimes,Sometimes
Female,,Less than 1 hour a day,Anxious or stressed,,Sometimes,Rarely,It moderately affects my sleep,I feel I spend too much time,Rarely,Never,Never,normal,Often,Motivated,Always,Never,Often,Rarely,Rarely
Male,,3-4 hours a day,Happy and relaxed,,Often,Rarely,It doesn't affect my sleep,I feel I spend too much time,Sometimes,Never,Rarely,moderate,Occasionally,Indifferent,Always,Never,Rarely,Rarely,Sometimes
Other,,1-2 hours a day,Anxious or stressed,,Sometimes,Sometimes,It slightly affects my sleep,I feel I could reduce it a bit,Sometimes,Rarely,Never,normal,Rarely,Depressed,Always,Rarely,Sometimes,Never,Often
Female,,1-2 hours a day,Depressed or sad,,Often,Never,It slightly affects my sleep,I feel it's out of control,Often,Never,Rarely,normal,Often,Motivated,Rarely or never,Often,Never,Often,Never
Other,,1-2 hours a day,Anxious or stressed,,Never,Never,It doesn't affect my sleep,I feel it's out of control,Sometimes,Never,Never,high,Often,Indifferent,Often,Never,Rarely,Never,Sometimes
Female,,Less than 1 hour a day,Depressed or sad,,Rarely,Often,It moderately affects my sleep,I feel I spend too much time,Rarely,Sometimes,Often,moderate,Very often,Indifferent,Often,Rarely,Rarely,Sometimes,Sometimes
Male,,3-4 hours a day,Depressed or sad,,Never,Often,It significantly affects my sleep,I'm satisfied,Rarely,Often,Rarely,normal,Rarely,Motivated,Rarely or never,Often,Often,Often,Rarely
Other,,More than 4 hours a day,Anxious or stressed,,Never,Often,It significantly affects my sleep,I feel I spend too much time,Sometimes,Often,Never,normal,Occasionally,Depressed,Rarely or never,Rarely,Never,Rarely,Sometimes
Other,,3-4 hours a day,Depressed or sad,,Often,Rarely,It slightly affects my sleep,I feel I could reduce it a bit,Never,Never,Often,high,Often,Indifferent,Rarely or never,Often,Rarely,Never,Rarely
Male,,1-2 hours a day,Happy and relaxed,,Often,Often,It moderately affects my sleep,I'm satisfied,Often,Never,Sometimes,high,Often,Jealous,Rarely or never,Often,Rarely,Rarely,Rarely
Other,,More than 4 hours a day,Happy and relaxed,,Rarely,Sometimes,It slightly affects my sleep,I feel I could reduce it a bit,Rarely,Never,Often,normal,Often,Jealous,Always,Sometimes,Sometimes,Never,Sometimes
Female,,More than 4 hours a day,Neutral,,Rarely,Rarely,It slightly affects my sleep,I'm satisfied,Often,Sometimes,Sometimes,normal,Rarely,Jealous,Rarely or never,Sometimes,Never,Often,Sometimes
Female,,3-4 hours a day,Happy and relaxed,,Sometimes,Sometimes,It slightly affects my sleep,I feel I could reduce it a bit,Rarely,Rarely,Sometimes,high,Occasionally,Jealous,Always,Rarely,Often,Sometimes,Never
Male,,More than 4 hours a day,Depressed or sad,,Sometimes,Often,It significantly affects my sleep,I feel I spend too much time,Sometimes,Sometimes,Often,normal,Very often,Depressed,Often,Rarely,Never,Rarely,Never
Other,,Less than 1 hour a day,Happy and relaxed,,Sometimes,Rarely,It slightly affects my sleep,I feel I spend too much time,Often,Never,Often,high,Often,Indifferent,Often,Never,Rarely,Sometimes,Never
Other,,Less than 1 hour a day,Happy and relaxed,,Never,Rarely,It moderately affects my sleep,I feel I could reduce it a bit,Often,Never,Never,high,Occasionally,Motivated,Rarely or never,Sometimes,Sometimes,Never,Often
Other,,3-4 hours a day,Depressed or sad,,Often,Sometimes,It doesn't affect my sleep,I'm satisfied,Never,Often,Often,high,Very often,Depressed,Always,Often,Often,Never,Sometimes
Male,,More than 4 hours a day,Anxious or stressed,,Sometimes,Often,It slightly affects my sleep,I feel it's out of control,Often,Often,Sometimes,normal,Often,Jealous,Sometimes,Sometimes,Sometimes,Sometimes,Rarely
Female,,1-2 hours a day,Depressed or sad,,Sometimes,Sometimes,It moderately affects my sleep,I feel it's out of control,Rarely,Never,Often,normal,Occasionally,Depressed,Rarely or never,Rarely,Sometimes,Often,Rarely
Male,,More than 4 hours a day,Anxious or stressed,,Sometimes,Rarely,It moderately affects my sleep,I'm satisfied,Often,Rarely,Sometimes,high,Often,Jealous,Often,Rarely,Often,Often,Never
Female,,Less than 1 hour a day,Depressed or sad,,Never,Never,It moderately affects my sleep,I feel I spend too much time,Rarely,Rarely,Never,moderate,Often,Motivated,Rarely or never,Often,Sometimes,Never,Never
Other,,1-2 hours a day,Depressed or sad,,Rarely,Rarely,It significantly affects my sleep,I feel I spend too much time,Often,Rarely,Rarely,moderate,Very often,Jealous,Often,Never,Often,Never,Rarely
Other,,Less than 1 hour a day,Depressed or sad,,Never,Often,It slightly affects my sleep,I feel I could reduce it a bit,Sometimes,Never,Rarely,high,Rarely,Depressed,Sometimes,Often,Sometimes,Often,Sometimes
Other,,More than 4 hours a day,Anxious or stressed,,Rarely,Sometimes,It doesn't affect my sleep,I feel I spend too much time,Rarely,Never,Sometimes,high,Very often,Motivated,Rarely or never,Rarely,Rarely,Rarely,Rarely
Male,,Less than 1 hour a day,Happy and relaxed,,Never,Never,It significantly affects my sleep,I feel I spend too much time,Rarely,Often,Never,moderate,Occasionally,Depressed,Always,Rarely,Never,Sometimes,Rarely
Female,,3-4 hours a day,Anxious or stressed,,Often,Sometimes,It significantly affects my sleep,I'm satisfied,Sometimes,Often,Rarely,normal,Very often,Jealous,Always,Rarely,Never,Rarely,Sometimes
Male,,More than 4 hours a day,Happy and relaxed,,Sometimes,Rarely,It moderately affects my sleep,I feel I could reduce it a bit,Often,Never,Rarely,moderate,Occasionally,Jealous,Always,Never,Rarely,Often,Often
Female,,More than 4 hours a day,Neutral,,Often,Rarely,It slightly affects my sleep,I feel I spend too much time,Often,Rarely,Never,moderate,Rarely,Depressed,Sometimes,Often,Often,Sometimes,Rarely
Other,,Less than 1 hour a day,Anxious or stressed,,Rarely,Rarely,It significantly affects my sleep,I feel I spend too much time,Often,Sometimes,Rarely,moderate,Often,Jealous,Always,Rarely,Sometimes,Rarely,Sometimes
Female,,3-4 hours a day,Anxious or stressed,,Rarely,Rarely,It doesn't affect my sleep,I'm satisfied,Often,Never,Sometimes,moderate,Rarely,Indifferent,Sometimes,Never,Never,Never,Often
Female,,1-2 hours a day,Happy and relaxed,,Rarely,Sometimes,It doesn't affect my sleep,I feel it's out of control,Never,Never,Never,moderate,Very often,Indifferent,Rarely or never,Often,Never,Never,Often
Female,,3-4 hours a day,Happy and relaxed,,Sometimes,Never,It doesn't affect my sleep,I feel I spend too much time,Never,Sometimes,Sometimes,moderate,Very often,Jealous,Rarely or never,Never,Rarely,Sometimes,Sometimes
Other,,More than 4 hours a day,Anxious or stressed,,Never,Often,It significantly affects my sleep,I feel I spend too much time,Sometimes,Never,Rarely,high,Very often,Jealous,Sometimes,Often,Rarely,Often,Never
Male,,3-4 hours a day,Neutral,,Sometimes,Often,It significantly affects my sleep,I feel I spend too much time,Never,Sometimes,Never,moderate,Occasionally,Motivated,Always,Often,Often,Never,Never
Female,,More than 4 hours a day,Anxious or stressed,,Often,Rarely,It moderately affects my sleep,I feel I could reduce it a bit,Sometimes,Sometimes,Often,high,Rarely,Indifferent,Sometimes,Often,Sometimes,Rarely,Rarely
Male,,1-2 hours a day,Anxious or stressed,,Never,Never,It significantly affects my sleep,I feel it's out of control,Sometimes,Rarely,Sometimes,normal,Occasionally,Jealous,Sometimes,Never,Often,Sometimes,Often
Male,,3-4 hours a day,Depressed or sad,,Rarely,Never,It slightly affects my sleep,I'm satisfied,Never,Rarely,Rarely,high,Rarely,Motivated,Always,Rarely,Rarely,Never,Rarely
Female,,3-4 hours a day,Happy and relaxed,,Sometimes,Sometimes,It moderately affects my sleep,I feel I could reduce it a bit,Sometimes,Rarely,Never,normal,Very often,Depressed,Often,Never,Never,Never,Never
Female,,1-2 hours a day,Happy and relaxed,,Sometimes,Often,It doesn't affect my sleep,I feel I could reduce it a bit,Often,Never,Sometimes,normal,Occasionally,Depressed,Always,Often,Often,Often,Never
Male,,Less than 1 hour a day,Neutral,,Often,Never,It slightly affects my sleep,I'm satisfied,Often,Sometimes,Rarely,normal,Often,Jealous,Often,Sometimes,Never,Often,Rarely
Male,,More than 4 hours a day,Anxious or stressed,,Sometimes,Never,It slightly affects my sleep,I feel I spend too much time,Never,Rarely,Sometimes,normal,Rarely,Indifferent,Often,Never,Rarely,Never,Rarely
Other,,Less than 1 hour a day,Neutral,,Often,Often,It significantly affects my sleep,I feel I spend too much time,Never,Often,Often,moderate,Rarely,Motivated,Always,Often,Sometimes,Never,Often
Other,,More than 4 hours a day,Depressed or sad,,Never,Never,It moderately affects my sleep,I feel it's out of control,Often,Sometimes,Often,high,Often,Depressed,Sometimes,Often,Often,Sometimes,Rarely
Female,,More than 4 hours a day,Happy and relaxed,,Sometimes,Never,It doesn't affect my sleep,I feel I spend too much time,Sometimes,Often,Often,high,Rarely,Depressed,Always,Never,Sometimes,Often,Often
Other,,More than 4 hours a day,Anxious or stressed,,Rarely,Sometimes,It moderately affects my sleep,I'm satisfied,Sometimes,Sometimes,Never,high,Often,Jealous,Often,Rarely,Rarely,Never,Often
Other,,Less than 1 hour a day,Neutral,,Rarely,Sometimes,It significantly affects my sleep,I'm satisfied,Often,Often,Often,moderate,Rarely,Motivated,Rarely or never,Often,Rarely,Rarely,Never
Female,,More than 4 hours a day,Anxious or stressed,,Sometimes,Never,It moderately affects my sleep,I'm satisfied,Never,Sometimes,Often,moderate,Rarely,Depressed,Rarely or never,Rarely,Often,Sometimes,Rarely
Other,,1-2 hours a day,Anxious or stressed,,Never,Never,It significantly affects my sleep,I feel I spend too much time,Often,Never,Often,normal,Occasionally,Jealous,Often,Rarely,Never,Often,Never
Male,,1-2 hours a day,Depressed or sad,,Never,Sometimes,It moderately affects my sleep,I feel I could reduce it a bit,Never,Rarely,Rarely,high,Rarely,Jealous,Sometimes,Often,Never,Often,Never
Female,,1-2 hours a day,Depressed or sad,,Sometimes,Rarely,It slightly affects my sleep,I'm satisfied,Never,Never,Never,moderate,Occasionally,Depressed,Always,Never,Often,Often,Sometimes
Other,,Less than 1 hour a day,Depressed or sad,,Rarely,Rarely,It moderately affects my sleep,I feel I spend too much time,Never,Sometimes,Rarely,normal,Occasionally,Depressed,Often,Rarely,Never,Often,Never
Male,,3-4 hours a day,Depressed or sad,,Never,Never,It slightly affects my sleep,I'm satisfied,Often,Never,Sometimes,normal,Very often,Indifferent,Often,Never,Sometimes,Often,Never
Female,,1-2 hours a day,Happy and relaxed,,Rarely,Sometimes,It moderately affects my sleep,I feel it's out of control,Often,Never,Rarely,moderate,Often,Indifferent,Often,Rarely,Never,Sometimes,Rarely
